id,page,order,purpose,sourceUrl,calibrationPath,replacementPath,sourceWidth,sourceHeight,format,status,notes
ch05-001,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,1,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 1,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/001_image_TdcLblfvIo.png,/article-assets/source-calibration/ch05/001.png,/article-assets/replacements/ch05/001.png,3456,1994,png,awaiting-replacement,
ch05-002,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,2,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 2,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/002_image_V3E5bsVZGo.png,/article-assets/source-calibration/ch05/002.png,/article-assets/replacements/ch05/002.png,3456,1914,png,awaiting-replacement,
ch05-003,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,3,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 3,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/003_image_Oag3bNQHOo.png,/article-assets/source-calibration/ch05/003.png,/article-assets/replacements/ch05/003.png,3456,1994,png,awaiting-replacement,
ch05-004,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,4,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 4,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/004_image_GgOebNBh3o.png,/article-assets/source-calibration/ch05/004.png,/article-assets/replacements/ch05/004.png,3456,1994,png,awaiting-replacement,
ch05-005,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,5,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 5,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/005_20260708200848_NN3hbPsKAo.gif,/article-assets/source-calibration/ch05/005.gif,/article-assets/replacements/ch05/005.gif,1896,1094,gif,awaiting-replacement,
ch05-006,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,6,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 6,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/006_image_Xom2btXVZo.png,/article-assets/source-calibration/ch05/006.png,/article-assets/replacements/ch05/006.png,3456,1994,png,awaiting-replacement,
ch05-007,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,7,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 7,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/007_image_AmOVb1oGEo.png,/article-assets/source-calibration/ch05/007.png,/article-assets/replacements/ch05/007.png,2144,718,png,awaiting-replacement,
ch05-008,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,8,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 8,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/008_image_FbpQbmSswo.png,/article-assets/source-calibration/ch05/008.png,/article-assets/replacements/ch05/008.png,2070,762,png,awaiting-replacement,
ch05-009,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,9,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 9,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/009_image_RhBKbRhgIo.png,/article-assets/source-calibration/ch05/009.png,/article-assets/replacements/ch05/009.png,3456,1994,png,awaiting-replacement,
ch05-010,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,10,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 10,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/010_image_NGsdbBcjso.png,/article-assets/source-calibration/ch05/010.png,/article-assets/replacements/ch05/010.png,3456,1994,png,awaiting-replacement,
ch05-011,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,11,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 11,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/011_image_DABBb41fGo.png,/article-assets/source-calibration/ch05/011.png,/article-assets/replacements/ch05/011.png,2868,1818,png,awaiting-replacement,
ch05-012,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 5 章 WorkBuddy加载一个真正用得上的 Skill/,12,第 5 章 WorkBuddy加载一个真正用得上的 Skill — image 12,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%205%20%E7%AB%A0%20WorkBuddy%E5%8A%A0%E8%BD%BD%E4%B8%80%E4%B8%AA%E7%9C%9F%E6%AD%A3%E7%94%A8%E5%BE%97%E4%B8%8A%E7%9A%84%20Skill/assets/012_image_Uya3bNC9io.png,/article-assets/source-calibration/ch05/012.png,/article-assets/replacements/ch05/012.png,3456,1994,png,awaiting-replacement,
ch06-001,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 6 章 WorkBuddy的专家和专家团/,1,第 6 章 WorkBuddy的专家和专家团 — image 1,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%206%20%E7%AB%A0%20WorkBuddy%E7%9A%84%E4%B8%93%E5%AE%B6%E5%92%8C%E4%B8%93%E5%AE%B6%E5%9B%A2/assets/001_image_T8L2bOcbBo.png,/article-assets/source-calibration/ch06/001.png,/article-assets/replacements/ch06/001.png,3456,1994,png,awaiting-replacement,
ch06-002,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 6 章 WorkBuddy的专家和专家团/,2,第 6 章 WorkBuddy的专家和专家团 — image 2,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%206%20%E7%AB%A0%20WorkBuddy%E7%9A%84%E4%B8%93%E5%AE%B6%E5%92%8C%E4%B8%93%E5%AE%B6%E5%9B%A2/assets/002_image_TlTJbNIQOo.png,/article-assets/source-calibration/ch06/002.png,/article-assets/replacements/ch06/002.png,3456,1994,png,awaiting-replacement,
ch06-003,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 6 章 WorkBuddy的专家和专家团/,3,第 6 章 WorkBuddy的专家和专家团 — image 3,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%206%20%E7%AB%A0%20WorkBuddy%E7%9A%84%E4%B8%93%E5%AE%B6%E5%92%8C%E4%B8%93%E5%AE%B6%E5%9B%A2/assets/003_image_Hfv9bPfcIo.png,/article-assets/source-calibration/ch06/003.png,/article-assets/replacements/ch06/003.png,3456,1994,png,awaiting-replacement,
ch06-004,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 6 章 WorkBuddy的专家和专家团/,4,第 6 章 WorkBuddy的专家和专家团 — image 4,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%206%20%E7%AB%A0%20WorkBuddy%E7%9A%84%E4%B8%93%E5%AE%B6%E5%92%8C%E4%B8%93%E5%AE%B6%E5%9B%A2/assets/004_20260708204254_Nvfjb5QwFo.gif,/article-assets/source-calibration/ch06/004.gif,/article-assets/replacements/ch06/004.gif,1896,1094,gif,awaiting-replacement,
ch06-005,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 6 章 WorkBuddy的专家和专家团/,5,第 6 章 WorkBuddy的专家和专家团 — image 5,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%206%20%E7%AB%A0%20WorkBuddy%E7%9A%84%E4%B8%93%E5%AE%B6%E5%92%8C%E4%B8%93%E5%AE%B6%E5%9B%A2/assets/005_image_Bzc4b6Ukko.png,/article-assets/source-calibration/ch06/005.png,/article-assets/replacements/ch06/005.png,3456,1994,png,awaiting-replacement,
ch06-006,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 6 章 WorkBuddy的专家和专家团/,6,第 6 章 WorkBuddy的专家和专家团 — image 6,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%206%20%E7%AB%A0%20WorkBuddy%E7%9A%84%E4%B8%93%E5%AE%B6%E5%92%8C%E4%B8%93%E5%AE%B6%E5%9B%A2/assets/006_image_Oz4wbqMTqo.png,/article-assets/source-calibration/ch06/006.png,/article-assets/replacements/ch06/006.png,2934,1996,png,awaiting-replacement,
ch06-007,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 6 章 WorkBuddy的专家和专家团/,7,第 6 章 WorkBuddy的专家和专家团 — image 7,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%206%20%E7%AB%A0%20WorkBuddy%E7%9A%84%E4%B8%93%E5%AE%B6%E5%92%8C%E4%B8%93%E5%AE%B6%E5%9B%A2/assets/007_image_TDP4b0emBo.png,/article-assets/source-calibration/ch06/007.png,/article-assets/replacements/ch06/007.png,2868,1896,png,awaiting-replacement,
ch06-008,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 6 章 WorkBuddy的专家和专家团/,8,第 6 章 WorkBuddy的专家和专家团 — image 8,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%206%20%E7%AB%A0%20WorkBuddy%E7%9A%84%E4%B8%93%E5%AE%B6%E5%92%8C%E4%B8%93%E5%AE%B6%E5%9B%A2/assets/008_image_MHngbV84ro.png,/article-assets/source-calibration/ch06/008.png,/article-assets/replacements/ch06/008.png,3456,1994,png,awaiting-replacement,
ch06-009,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 6 章 WorkBuddy的专家和专家团/,9,第 6 章 WorkBuddy的专家和专家团 — image 9,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%206%20%E7%AB%A0%20WorkBuddy%E7%9A%84%E4%B8%93%E5%AE%B6%E5%92%8C%E4%B8%93%E5%AE%B6%E5%9B%A2/assets/009_image_LUaZbwcddo.png,/article-assets/source-calibration/ch06/009.png,/article-assets/replacements/ch06/009.png,3456,1994,png,awaiting-replacement,
ch07-001,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 7 章 WorkBuddy 使用连接器/,1,第 7 章 WorkBuddy 使用连接器 — image 1,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%207%20%E7%AB%A0%20WorkBuddy%20%E4%BD%BF%E7%94%A8%E8%BF%9E%E6%8E%A5%E5%99%A8/assets/001_image_IZzfbK38Ao.png,/article-assets/source-calibration/ch07/001.png,/article-assets/replacements/ch07/001.png,3456,1994,png,awaiting-replacement,
ch07-002,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 7 章 WorkBuddy 使用连接器/,2,第 7 章 WorkBuddy 使用连接器 — image 2,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%207%20%E7%AB%A0%20WorkBuddy%20%E4%BD%BF%E7%94%A8%E8%BF%9E%E6%8E%A5%E5%99%A8/assets/002_image_WF3ab0WSbo.png,/article-assets/source-calibration/ch07/002.png,/article-assets/replacements/ch07/002.png,3456,1994,png,awaiting-replacement,
ch07-003,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 7 章 WorkBuddy 使用连接器/,3,第 7 章 WorkBuddy 使用连接器 — image 3,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%207%20%E7%AB%A0%20WorkBuddy%20%E4%BD%BF%E7%94%A8%E8%BF%9E%E6%8E%A5%E5%99%A8/assets/003_image_ZssEbuMsdo.png,/article-assets/source-calibration/ch07/003.png,/article-assets/replacements/ch07/003.png,3456,1994,png,awaiting-replacement,
ch07-004,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 7 章 WorkBuddy 使用连接器/,4,第 7 章 WorkBuddy 使用连接器 — image 4,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%207%20%E7%AB%A0%20WorkBuddy%20%E4%BD%BF%E7%94%A8%E8%BF%9E%E6%8E%A5%E5%99%A8/assets/004_image_KVIJbpUZdo.png,/article-assets/source-calibration/ch07/004.png,/article-assets/replacements/ch07/004.png,3456,1994,png,awaiting-replacement,
ch07-005,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 7 章 WorkBuddy 使用连接器/,5,第 7 章 WorkBuddy 使用连接器 — image 5,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%207%20%E7%AB%A0%20WorkBuddy%20%E4%BD%BF%E7%94%A8%E8%BF%9E%E6%8E%A5%E5%99%A8/assets/005_image_FPy1bGJJZo.png,/article-assets/source-calibration/ch07/005.png,/article-assets/replacements/ch07/005.png,3456,1994,png,awaiting-replacement,
ch07-006,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 7 章 WorkBuddy 使用连接器/,6,第 7 章 WorkBuddy 使用连接器 — image 6,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%207%20%E7%AB%A0%20WorkBuddy%20%E4%BD%BF%E7%94%A8%E8%BF%9E%E6%8E%A5%E5%99%A8/assets/006_image_WQ6Zb1Rero.png,/article-assets/source-calibration/ch07/006.png,/article-assets/replacements/ch07/006.png,1440,960,png,awaiting-replacement,
ch07-007,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 7 章 WorkBuddy 使用连接器/,7,第 7 章 WorkBuddy 使用连接器 — image 7,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%207%20%E7%AB%A0%20WorkBuddy%20%E4%BD%BF%E7%94%A8%E8%BF%9E%E6%8E%A5%E5%99%A8/assets/007_image_M2itbQUceo.png,/article-assets/source-calibration/ch07/007.png,/article-assets/replacements/ch07/007.png,3456,1994,png,awaiting-replacement,
ch08-001,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,1,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 1,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/001_image_Vv5bbtLVBo.png,/article-assets/source-calibration/ch08/001.png,/article-assets/replacements/ch08/001.png,1080,958,png,awaiting-replacement,
ch08-002,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,2,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 2,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/002_%E5%BE%AE%E4%BF%A1%E5%8A%A9%E7%90%86-%E8%BF%9B%E5%85%A5%E5%8A%A9%E7%90%86%E8%AE%BE%E7%BD%AE_NbI2b9v4fo.png,/article-assets/source-calibration/ch08/002.png,/article-assets/replacements/ch08/002.png,393,472,png,awaiting-replacement,
ch08-003,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,3,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 3,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/003_%E5%BE%AE%E4%BF%A1%E5%8A%A9%E7%90%86-%E9%80%89%E6%8B%A9%E9%9B%86%E6%88%90_S9HlbaEmdo.png,/article-assets/source-calibration/ch08/003.png,/article-assets/replacements/ch08/003.png,1547,714,png,awaiting-replacement,
ch08-004,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,4,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 4,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/004_%E5%BE%AE%E4%BF%A1%E5%8A%A9%E7%90%86-%E6%89%AB%E7%A0%81%E7%BB%91%E5%AE%9A_TElmbNPG5o.png,/article-assets/source-calibration/ch08/004.png,/article-assets/replacements/ch08/004.png,1083,561,png,awaiting-replacement,
ch08-005,/wb-x/第一篇 使用手册：先把 WorkBuddy 用起来/第 8 章 WorkBuddy 接入小程序与 IM 助理/,5,第 8 章 WorkBuddy 接入小程序与 IM 助理 — image 5,https://workbuddy.homes/bluebook/%E7%AC%AC%E4%B8%80%E7%AF%87%20%E4%BD%BF%E7%94%A8%E6%89%8B%E5%86%8C%EF%BC%9A%E5%85%88%E6%8A%8A%20WorkBuddy%20%E7%94%A8%E8%B5%B7%E6%9D%A5/%E7%AC%AC%208%20%E7%AB%A0%20WorkBuddy%20%E6%8E%A5%E5%85%A5%E5%B0%8F%E7%A8%8B%E5%BA%8F%E4%B8%8E%20IM%20%E5%8A%A9%E7%90%86/assets/005_%E5%BE%AE%E4%BF%A1%E5%8A%A9%E7%90%86-%E5%B7%B2%E7%BB%91%E5%AE%9A_ZQtrb6jCmo.png,/article-assets/source-calibration/ch08/005.png,/article-assets/replacements/ch08/005.png,1532,435,png,awaiting-replacement,
